State,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12
Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,23.81,23.81,23.81,23.81,23.81,23.81,23.81,34.52,34.52,34.52,34.52,34.52,53.57,64.29,64.29,64.29,64.29,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,NA,NA,NA
Idaho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,28.57,28.57,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,70.24,70.24,70.24,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,53.81,56.67,56.67,56.67,56.67,56.67,56.67,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,NA,NA,NA,NA
Illinois,0,0,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,19.05,19.05,19.05,26.19,40.48,48.81,48.81,48.81,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,64.29,64.29,64.29,64.29,64.29,64.29,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,NA,NA,NA,NA,NA,NA
Indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,25.24,32.38,32.38,32.38,45.24,50,54.76,58.33,58.33,58.33,58.33,58.33,58.33,63.1,63.1,63.1,63.1,67.86,67.86,67.86,72.62,72.62,72.62,72.62,72.62,72.62,72.62,72.62,72.62,72.62,72.62,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,46.43,46.43,46.43,46.43,46.43,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,53.57,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NA,NA,NA,NA
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,16.67,16.67,41.67,41.67,41.67,41.67,45.24,48.81,48.81,48.81,48.81,48.81,48.81,48.81,48.81,48.81,48.81,48.81,55.95,55.95,55.95,55.95,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,47.62,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,21.43,21.43,21.43,21.43,NA,NA,NA,NA
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,20.95,35.24,35.24,40,40,40,40,40,57.14,57.14,57.14,57.14,57.14,57.14,67.86,67.86,67.86,67.86,67.86,67.86,67.86,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,79.76,79.76,79.76,79.76,79.76,79.76,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,NA,NA,NA,NA
Kentucky,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,14.29,14.29,14.29,14.29,40.48,40.48,40.48,40.48,40.48,47.62,47.62,51.19,55.95,67.86,67.86,67.86,71.43,71.43,71.43,72.62,72.62,72.62,72.62,76.19,76.19,76.19,83.33,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,84.52,84.52,80.95,80.95,80.95,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,56.67,66.19,69.05,69.05,69.05,69.05,69.05,69.05,69.05,72.62,72.62,72.62,72.62,72.62,72.62,72.62,72.62,72.62,72.62,72.62,72.62,72.62,72.62,69.05,69.05,69.05,69.05,69.05,69.05,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,NA,NA,NA,NA
Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,23.81,23.81,34.52,34.52,45.24,50,50,50,50,53.57,53.57,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,NA,NA,NA,NA
Maine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,23.81,23.81,23.81,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,39.29,39.29,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,82.14,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,78.57,78.57,73.81,73.81,73.81,73.81,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,NA,NA,NA,NA
Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,27.38,27.38,32.14,32.14,53.57,53.57,63.1,66.67,66.67,66.67,66.67,70.24,70.24,70.24,70.24,70.24,70.24,70.24,84.52,84.52,84.52,84.52,84.52,84.52,84.52,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,80.95,76.19,76.19,72.62,72.62,72.62,72.62,72.62,66.19,66.19,66.19,66.19,66.19,66.19,66.19,66.19,66.19,66.19,66.19,66.19,66.19,66.19,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,NA,NA,NA,NA
Massachusetts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,16.67,35.71,35.71,35.71,35.71,39.29,39.29,39.29,39.29,39.29,39.29,42.86,64.29,64.29,64.29,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,67.86,67.86,67.86,67.86,67.86,67.86,67.86,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,71.43,71.43,71.43,71.43,71.43,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,68.57,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,61.43,61.43,61.43,61.43,NA,NA,NA,NA
Michigan,2.86,2.86,12.38,12.38,12.38,12.38,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,29.76,34.52,34.52,34.52,34.52,64.29,69.05,69.05,69.05,69.05,69.05,69.05,69.05,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,76.19,69.05,69.05,69.05,69.05,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,60.71,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,NA,NA,NA,NA
