State,Lat,Long_,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03
Hawaii,21.0943,-157.4983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,495,502,515,521,532,565,570,574,576,580,584,588,592,592,591,593,597,86,77,72,62,60,60,58,54,47,48,64,56,57,58,57,57,57,51,50,50,48,52,46,41,37,35,34,34,30,28,29,29,27,28,27,26,36,42,42,42,47,47,53,66,79,83,90,89,90,106,132,130,153,148,133,145,148,153,149,167,163,177,172,187,210,226,248,234,271,278,300,299,334,329,331,331,349,338,336,336,338,326,337,326,351,398,446,490,506,540,634,748,859,928,947,1128,1249,1382,1483,1644,1848,1956,2056,2136,2255,2556,2787,3029,3194,3334,3440,3590,3768,3995,4237,4446,4577,4699,4973,5223,5400,5667,5799,5882,6001,6282,6434,6614,6754,6839,6882,6909,6969,7078,7187,7157,7183,7115,7051,6958,6893,6849,6812,6661,6580,6514,6575,6530,6499,6490,1858,1916,1941,2018,2078,2119,2192
Idaho,44.2405,-114.4788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,1399,1431,1434,1546,1568,1612,1624,1627,1688,1715,1782,1816,1831,1841,1841,1892,1892,803,777,782,730,775,704,713,712,691,696,690,717,716,688,722,706,758,734,769,732,761,741,796,781,792,792,792,518,503,493,496,509,509,584,568,596,666,648,595,645,627,621,547,582,490,475,475,497,623,641,694,732,612,862,760,829,1165,1063,1404,1333,1763,1952,2045,2108,4100,4446,4782,5072,5538,5939,6351,6806,7338,7687,8123,8355,8979,9507,9959,10357,10766,10997,11362,11683,11853,12113,11870,12549,12809,13096,13298,13593,13784,13915,13767,14100,14409,14616,14971,15210,15524,15517,15708,16011,16340,16528,16817,16837,16771,16781,16946,16994,17081,17052,16994,16932,16876,17058,17081,17113,17095,17135,17009,17008,17023,17080,16970,17024,17019,16940,16799,16829,17977,16906,16939,16700,16458,16913,16561,16589,16650,16830,16891,16943,17150,17411,17615,17876,18194,18545,18573,18833,19174,19603,19909,20393,20654
Illinois,40.3495,-88.9861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20132,21227,22380,23644,24662,26446,27901,29067,30164,31591,33542,35249,37863,39902,41970,43900,45977,48143,50563,53598,55946,58881,61118,63055,65258,67760,70519,72736,74335,75548,79420,80902,84009,86310,88328,90014,92251,93651,95893,98081,100729,103006,105448,107132,108272,109223,110647,112185,113587,114870,115822,117323,118209,119023,120120,121026,121853,122491,123194,123742,124418,124938,125582,126235,126690,127241,127700,128241,128890,129479,130115,130553,131118,131770,132624,133444,134204,134835,135559,136262,137062,137062,138745,139598,140231,140839,142301,143245,144243,145554,146725,147660,148537,149219,150398,151630,153044,154302,155262,156428,157347,158935,160536,162119,163533,165073,166286,167330,168709,170465,172423,174054,175510,176799,178251,179982,181914,183986,186158,187535,188853,190382,192012,193822,196091,197914,199457,201218,202930,205203,207008,209279,211618,213505,215109,216761,218880,220564,222980,224849,226830,228489,229943,232044,233380,238936,241717,243125,244486,245871,247180,249105,251374,253472,254918,256285,257731,259639,261670,263870,266369,267757,269227,270731,272559,274785,277525,279941,281528,283224,284567,286804,288944,291348,293759
Indiana,39.8494,-86.2583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7585,8009,8140,8524,9065,9632,10096,10649,11111,11462,11772,12333,12940,13613,14199,15117,15687,16218,16721,17455,18180,18801,19356,19822,20493,21089,21699,22242,22618,23087,23549,23854,24407,24965,25539,26027,26490,26881,27410,28023,28468,28937,29400,29731,30074,30407,31000,31448,32086,10736,10463,10417,10323,10158,10003,9976,9956,9699,9489,9191,9047,8939,8889,8965,9253,9246,8867,8772,8470,8415,8581,8341,8150,8410,8033,8149,8234,8376,8256,8308,8277,8320,8478,8669,9033,9038,8910,8869,9041,9432,9882,10229,10361,10755,11014,11281,11589,12112,12784,13059,13748,14488,14119,14648,15090,15660,15877,16206,16309,16556,16723,17196,17527,18098,22724,15259,14701,15163,16183,17219,17880,16444,16227,17251,16446,17060,17481,17194,17164,16673,16824,16978,17968,18581,20236,18477,18427,18563,18313,18966,19488,19309,19188,19035,19234,19312,19919,20417,20011,19461,19163,18974,19347,20035,20961,20790,20490,20001,19834,19928,20996,20909,20342,20034,19738,19709,19975,20666,21318,21884,21533,21571,21876,24168,23545
Iowa,42.0115,-93.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546,1669,1850,1942,2081,2268,2439,2827,3080,3558,3658,3828,4338,4980,5358,5741,6240,6695,4286,4815,5312,5666,6029,6332,6382,6562,6529,6408,6540,6853,7005,7029,7126,7152,7055,7146,7276,6799,6865,7088,6989,7198,7477,7724,7435,7857,7721,7680,7694,7870,7704,7716,7662,7890,7976,8164,8302,8362,8200,8367,8377,8479,8741,8891,8799,8489,8496,8577,8777,8852,9209,9220,9201,9053,9660,9700,9902,10194,10283,5146,5190,5547,5404,5736,6057,5914,5827,5914,6173,7538,7806,8424,8212,8157,8582,9165,9509,9704,10126,10521,10527,10787,11052,11392,11583,11903,11987,11466,11523,11585,11303,11600,11893,11802,11320,11203,11099,10803,10726,10892,10914,10542,10363,10093,10398,10709,10947,11054,10634,10676,11145,11390,11580,11916,12124,12151,12833,14950,15743,16103,16931,17279,17285,17256,17975,18533,19005,19325,19483,19368,19377,19560,19813,20034,20305,20423,20135,20337,20120,21029,21270,21621,21781,21109,21223,21179,21071,19104,19470,19606,19417,19433,19443,19604,19601
Kansas,38.5266,-96.7265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288,1328,1372,1433,1535,1648,1736,1812,1946,2055,2219,2608,2841,3015,3156,3347,3525,3705,4007,4214,4457,4726,4936,5191,5511,5844,6167,6305,6406,6603,6680,6908,7094,7250,7301,7315,7640,7689,7832,7948,8219,8256,8314,8425,8496,8544,8623,8900,8928,8938,9156,9188,9274,9348,9462,9516,9561,9683,9747,9853,9923,10063,10108,10189,10397,10489,10701,10806,11053,11126,11164,11448,11555,11923,12098,12418,12570,12799,13142,13303,13719,13888,14535,14786,14955,15494,15712,16164,16613,17105,17487,17779,18427,18668,19097,19564,20099,20402,20704,21328,21597,22110,22584,23147,23603,23882,24363,24610,25093,25379,25828,26056,26332,26869,27218,27630,27985,28465,28790,28989,29478,29756,30333,30714,31227,32080,32080,32799,33054,33532,34016,34949,35442,35712,36582,36896,37814,38292,38947,39488,39654,40475,40833,41656,42193,43102,43391,43564,44058,44732,45108,45482,45995,46273,46379,47231,47545,48222,48662,49581,49942,50155,51056,51416,52218,52663,53751,53979,54200,55268,55648,56276,56747,57644,57899
Kentucky,37.6681,-84.6701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,1905,1942,2095,2306,2385,2563,2814,2896,3033,3193,3288,3579,3710,3877,3943,4150,4303,2800,2961,2879,3125,3092,3655,3593,3710,3813,3870,3828,4058,4197,3986,4248,4400,4615,4586,4821,4877,4965,4981,5027,5111,5078,5078,5455,5553,5652,5865,6042,6041,6375,6468,6677,6944,7195,7473,7473,7645,7865,8024,8073,8290,8537,8537,8726,8711,9033,9171,9416,9576,9694,9779,10013,10119,10352,10576,10883,10944,10848,11069,11218,10772,11044,11044,11044,11774,12076,12399,12694,12794,13177,13442,13680,14199,14557,14933,14175,14693,15667,15867,16459,16863,17417,17845,18647,18961,19411,19922,20508,21065,21935,21848,22308,22429,23040,23522,23971,24443,25132,25535,25741,26191,27262,27925,28473,29029,29029,29715,30236,30753,31382,31953,32746,32746,33470,34079,34734,35337,35573,36328,36774,37088,37820,38562,39362,40103,40858,41165,41420,41657,42239,42946,43838,44486,45013,45299,45964,46639,47168,47859,48761,49194,49522,50251,50911,51451,52240,53132,53584,53990,54894,55826,56567,57489,58675
Louisiana,31.1695,-91.8678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19755,20132,20505,20848,21376,21905,22313,22632,23195,23449,23785,24140,24480,24805,25044,25328,25485,25815,8793,9438,9844,10025,7293,7565,7916,8128,8312,8834,8998,6899,7095,7673,8464,8781,9030,9333,5897,6208,6459,7626,8008,8008,8229,6418,6652,7074,7361,7335,8091,8425,5812,6183,6535,6951,7349,7833,8152,6202,6751,7158,7581,8095,9375,9701,7137,7647,8555,8555,8414,9264,9656,7330,8669,9533,10459,11787,11787,13245,11657,12649,13914,15280,16985,16985,18912,20005,21918,20478,22305,24922,27066,28372,30070,32263,27382,29638,31793,31793,34875,38142,39797,34340,36620,38563,38563,42355,44675,45770,34644,36310,38085,38085,41494,42576,46164,32764,34017,35456,35456,38053,38591,39729,26436,27525,28795,28795,29899,30447,31059,17174,18064,18913,18913,20077,20682,21199,12191,12845,13421,13421,15018,15325,15980,10402,11198,12006,12006,13343,13640,13883,9375,9818,10532,10532,11780,12255,12600,7960,8421,9371,9371,10281,10515,11256,7598,8159,8844,8844,9746,9971,10494,6359,6902,7693,7693
Maine,44.6939,-69.3819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,679,715,746,769,798,815,833,840,852,868,893,918,918,965,972,989,1004,411,411,408,422,428,424,426,481,475,487,511,525,499,506,538,541,566,589,589,580,646,659,681,704,714,706,712,699,703,683,688,684,674,637,624,612,587,581,607,598,514,514,505,516,505,520,520,485,459,476,488,456,464,460,451,424,455,457,484,510,491,502,518,525,537,539,534,527,514,494,474,457,436,431,436,390,385,390,407,392,422,435,414,388,380,380,390,411,421,398,409,421,428,437,448,450,430,414,400,413,399,407,389,366,365,371,386,401,417,432,437,446,446,459,470,471,464,454,439,435,417,461,472,474,472,457,497,493,462,500,491,494,444,346,467,488,501,531,501,496,507,529,549,574,582,599,585,596,587,580,580,561,567,570,583,584,579
Maryland,39.0639,-76.8021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7989,8674,9170,9721,10465,11238,11905,12386,13102,13541,14077,14989,15818,16891,17671,18542,19097,19771,19170,20875,21632,22515,23396,23917,24823,25842,26884,27761,28650,29392,29911,30547,31468,32390,33205,33996,34922,36597,37207,38273,38974,39969,40717,41521,42020,42630,43813,44951,45857,46482,46993,47723,48371,49205,49909,50567,50984,51388,51814,52311,52957,53239,53843,54221,54518,54848,55377,55573,55833,56159,56467,56753,57118,57419,57774,58070,58358,58633,59100,59387,59712,60198,60715,61080,61360,61629,62094,62501,63027,63450,63967,64560,64972,65688,66437,67031,67726,68494,69410,69959,70763,71333,71993,72910,74187,74874,75995,76474,77215,78097,79164,80146,81046,81881,82584,83141,83664,84403,85105,86008,86757,87304,87816,88578,89258,90062,90569,91066,91577,91958,92520,93178,93791,94364,94928,95283,95708,96261,96813,97424,97915,98370,98126,98527,99195,99970,100712,101217,101967,102290,102602,103088,103710,104476,105047,105578,106142,106747,107347,107842,108494,108900,109307,109623,109999,110475,111011,111589,112005,112466,112856,113240,113993,114666,115210
Massachusetts,42.2302,-71.5301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24719,26023,27320,28810,31073,33157,34968,36371,36371,39238,40762,43663,48413,50618,52039,53459,55149,56860,58643,60595,62417,64083,64997,66059,67605,69169,70631,71903,72814,73354,74191,75182,76700,77829,79228,80213,81190,81987,82904,83936,84661,85358,86303,86855,87220,87673,88255,88794,89533,90119,93770,94078,94440,94862,95322,95843,96120,96273,96481,96702,97175,97521,97819,97979,98043,98221,98418,98653,98851,99109,99204,99337,99550,99674,99875,100058,100403,100608,100674,100829,100829,101206,101479,8509,8634,8782,8968,8012,8282,8467,8741,8925,9150,9443,8589,8811,9087,9429,9713,9966,10193,9400,9711,10035,10306,10656,10938,11179,11652,10923,11408,11819,12225,12414,12951,11963,12162,12561,12969,13284,13553,13935,14210,13147,13432,13887,14269,14513,14729,13334,13635,14110,14234,14234,14868,15254,13849,14196,14640,15074,15260,15553,15904,16202,6700,6889,7311,7668,7889,8052,6496,6879,7305,7843,8115,8360,8667,7057,7471,7916,8489,8833,9082,9244,9768,8152,8629,9180,9759,10178,10682,8892,9622,10373,11028
Michigan,43.3266,-84.5361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22765,24033,25233,26138,26813,27796,28483,29033,29532,30092,31153,32319,33556,33919,34463,34803,35694,36729,29248,30148,23527,24089,24192,24609,25264,25741,26328,19599,19941,20282,20661,20991,22109,22568,17423,18017,18766,19099,19715,20147,20521,15974,16283,16472,16670,17106,17474,18047,13406,13807,13917,14079,14366,14547,19824,16294,16709,16987,17009,17186,17423,17641,14859,15074,15103,15271,15497,15773,16066,12168,12331,12570,12798,13151,13566,13905,12427,12690,12963,13436,13792,14367,14861,13522,13882,14205,14808,15448,15951,16559,16190,16595,17010,17671,18716,19624,20371,19812,20340,20860,21515,22180,22874,23510,24060,22759,23266,24035,25050,25836,26622,24853,25279,25885,26682,27393,28128,28924,26035,26571,27144,28044,28514,29665,30522,27418,27889,28379,29016,29695,30206,30206,26809,27569,28443,29373,30210,31057,31844,28273,29627,30121,30902,31536,32300,33346,29707,29707,30915,31413,32308,33274,34673,30634,30634,31853,32531,33286,34254,35033,30902,30902,32465,33144,34030,35102,36134,32278,32278,33600,34697,35880,36859,37835,34626
Minnesota,45.6945,-93.9002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1551,1551,1616,1722,1722,1959,2088,2222,2327,2407,2543,2742,2964,3202,3330,3525,3880,4325,2621,3078,3441,3230,2595,2782,3089,3549,3857,3910,3811,3672,11880,4130,4290,4728,4689,4762,4868,4732,4657,4894,5458,5499,5580,5609,5529,5208,5315,5595,5290,5105,4707,4045,3604,3657,3957,4067,3697,3359,3074,2927,3166,3462,3238,3052,2749,2532,2535,2733,2929,2858,2845,2746,2645,2624,2828,3162,3180,3280,3166,3226,3287,3552,3774,3774,-989,3151,3242,3164,3442,3792,4022,4159,4031,3873,4005,4491,4872,4582,4622,4780,4358,4135,4596,5000,5055,5108,4989,4674,4682,5093,5534,5423,5446,5339,5076,4886,5359,5564,5644,5632,5451,4981,4724,4916,5325,5251,5204,5099,4757,4592,4912,5414,5362,5398,5422,5157,5022,5659,6177,6287,6408,6342,5996,5682,6059,6530,6470,6215,5910,5459,4892,4888,5010,4980,4879,4737,4419,4245,4850,5584,6299,6664,6747,6558,6556,7110,7887,8344,8422,8241,7995,7653,8118,8762,8817
Mississippi,32.7416,-89.6787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2685,2844,2976,3238,3495,3653,3822,4115,4343,4533,4701,4952,5225,5497,5684,5865,6103,6319,3141,3518,3737,3834,3146,3444,3629,3869,4260,4536,4650,2971,3183,3357,3735,4040,4345,4507,3224,3469,3716,3961,4349,4708,4954,3422,3678,3973,4278,4682,5105,5388,3810,4071,4337,4563,4763,5025,5250,3575,3920,4259,4259,4854,5103,5269,3581,3914,4380,4380,4380,4380,4380,4109,4667,5171,6258,6802,7254,7611,6120,6786,7430,8290,9193,10179,10401,7976,8889,9533,10220,11240,12022,12871,9498,10338,11345,12557,13565,14568,15351,12216,13820,15333,16302,17807,19188,20346,16212,17474,19170,20897,22013,23117,23779,17023,18055,19249,20184,21197,22381,22886,23346,16513,17549,18139,19051,19839,20216,13740,14503,15815,16682,17532,18454,19077,19580,14184,15030,15589,16174,16895,17528,12559,13173,13921,14662,15463,15991,16386,16627,10696,11084,11568,12407,12837,13079,8341,8818,9507,10184,10669,11307,11583,5419,5848,6376,7109,7811,8439,8613,4391,4944,5484,6170,6822,7419
Missouri,38.4561,-92.2884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4151,4392,4597,4638,5005,5187,5382,5544,5690,5842,6039,6254,6516,6654,6837,6962,7120,7322,7468,7707,7980,8237,8560,8712,8895,9132,9250,9417,9565,9643,9740,9853,10028,10185,10365,10508,10631,10762,10888,11021,11159,11284,11463,11787,11886,12127,12273,12354,12524,12662,12948,13229,13398,13643,13767,14136,14208,14335,14507,14661,14837,15116,15347,15377,15724,15966,16160,16426,16709,17091,17494,17622,18029,18138,18650,19219,19568,19685,19821,19996,20017,21592,22113,22533,22765,23160,23851,24521,25337,25985,26515,26788,27184,28126,28938,29752,30613,31568,32385,32964,34046,35338,36871,38440,39834,40951,42268,43949,45703,47884,49351,50356,50908,51935,53132,54317,55471,56513,56694,58049,59018,60094,61602,63073,64428,65626,66813,67810,68630,69851,70911,72178,73501,74330,75144,75920,77262,78726,80172,81640,82941,84088,85176,86638,88053,89621,91503,92807,93719,94491,95802,97025,98548,100562,102266,103540,104881,106088,107775,109580,111039,112344,113699,114745,116267,117610,119465,121452,122973,124208,124465,124646,124832,128835,130453
Montana,46.9219,-110.4544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,387,392,397,408,414,416,423,423,425,425,428,430,431,434,435,436,435,45,40,35,35,37,30,23,23,22,20,20,20,20,16,15,19,21,21,20,18,22,23,22,22,22,22,21,20,23,28,40,42,41,44,44,55,53,50,52,55,51,56,58,66,60,72,80,60,72,90,100,130,149,165,156,174,210,218,226,237,288,303,336,389,427,466,511,548,588,589,645,710,784,864,936,1034,1147,1226,1337,1359,1421,1247,1178,1227,1279,1177,1236,1216,1243,1319,1410,1519,1574,1564,1666,1516,1484,1544,1573,1565,1559,1602,1529,1485,1590,1389,1449,1454,1523,1548,1556,1515,1549,1329,1471,1523,1556,1636,1704,1807,1791,1869,1953,1987,1945,1998,2033,2084,1829,1904,1952,1992,2028,1808,1859,1968,2056,2127,1954,2104,2103,2225,2454,2335,2393,2600,2237,2443,2713,2987,3155,3400,3454,3635,3891,4100,4569
