State,Lat,Long_,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03
Nebraska,41.1254,-98.2681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774,797,877,881,931,1042,1225,1446,1615,1652,1775,2155,2374,2669,2972,3302,3461,3795,4211,4935,5244,5583,5959,6295,6611,7243,7728,8003,8081,8309,8432,8809,9157,9497,10097,10054,10502,10731,10984,11289,11515,11816,11987,12215,12472,12831,13086,13484,13735,13931,14175,14446,7972,7947,7621,7428,7222,7143,7092,7047,7157,7078,6815,6636,6510,6456,6468,6414,6278,6151,6003,5938,5863,5865,5987,5944,5810,5579,5451,5356,5297,5363,5354,5343,5305,5122,5160,5216,5308,5285,5214,5163,5251,5406,5483,5511,5559,5515,5481,5422,5643,5786,6003,6113,6080,6205,6485,6316,6396,6636,6882,6887,7045,7053,7169,7385,7596,7583,7567,7341,7452,7566,7576,7837,8164,7876,7760,7718,7809,7871,8034,7958,7796,7633,7509,7639,7817,8021,8035,8079,7927,7921,7998,8233,8599,8491,8428,8009,7861,8141,8445,8768,8901,8867,8587,8802,8937,9181,9513,9691,9846,10132,10427,10277,10604,10886,10920,10889,11009,11282,11479,11888,12330,12664,12816
Nevada,38.3135,-117.0554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2724,2876,3008,3080,3077,3382,3475,3570,3671,3774,3909,4013,4201,4334,4528,4494,4602,4704,4652,4820,4952,5032,5180,5190,5249,5353,5421,5653,5628,5657,5807,5947,5927,6118,6194,6327,6348,6404,6675,6678,6800,6780,7142,7203,7289,7347,7436,7542,7672,7783,7826,7977,8019,8187,8351,8532,8709,8852,9042,9212,9454,9639,9908,10111,10214,10576,10741,11053,11393,11838,12101,12386,12381,12373,13682,14058,15155,15976,16701,17260,17876,18481,19463,20318,21157,21630,22494,22994,23574,24565,25482,26326,27133,28207,29024,30455,31816,32989,34276,35198,35978,37036,38235,39169,40090,41115,42073,43123,43965,44938,46131,47115,48246,49194,50108,50704,51406,52316,53173,53976,54683,55178,55667,56227,57281,58116,58810,59392,60019,60354,60845,61649,62273,62805,63199,63511,63711,64231,64840,65434,65881,66150,66522,66719,67043,67484,67861,68368,68721,68791,68921,69180,69437,69841,70155,70420,70585,70774,71092,71560,71879,72261,72479,72700,73192,73571,74105,74698,75068,75526,75909,76160,76581,77342,77857
New Hampshire,43.4525,-71.5639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,962,897,1107,1107,1250,1304,1352,1405,1448,1540,1619,1667,1744,1804,1878,1950,1998,1094,1249,1365,1325,1485,1525,1544,1619,1661,1670,1710,1798,1866,1915,1995,2055,2131,2166,2212,2280,2403,2348,2043,1684,1743,1783,1583,1513,1466,1524,1452,1466,1492,1539,1459,1446,1488,1417,1438,1401,1401,1376,1316,1271,1138,1093,984,997,1039,1015,1009,970,961,944,938,935,923,925,969,979,958,976,966,956,973,896,919,848,842,808,769,770,736,650,650,643,618,619,582,604,554,600,576,577,572,623,568,589,594,403,414,419,446,404,423,423,427,386,400,419,350,353,326,316,305,309,351,293,278,279,260,262,255,276,260,250,261,243,217,221,230,243,222,228,250,243,240,209,250,248,238,236,236,272,316,297,307,291,290,260,239,306,318,308,313,293,266,281,322,303,354,339,331,364,342,456,500
New Jersey,40.2989,-74.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59500,62141,66019,67874,71799,74627,77350,80939,84226,87634,90764,94599,96513,99584,103100,105144,107414,109594,95782,98010,100333,103231,104717,106707,107699,109542,111238,112639,113856,115224,115744,116204,117116,118194,111889,112842,114305,115112,116082,116504,117103,117296,117976,118692,119186,119737,119972,121229,121673,122187,122492,122959,123180,123329,123854,124146,124164,124342,124457,124762,124997,125166,125378,125508,125576,125762,125902,126137,126385,126592,126753,126919,127192,127189,125584,125815,125958,126115,126117,126419,126550,126866,127114,127279,127531,127653,127823,127863,127884,128135,128342,128583,128701,129015,129244,129436,129467,129715,129672,129800,129738,130088,130232,130579,131021,131443,131733,132157,132437,132738,133366,133724,134039,134108,134416,134736,135041,135256,135604,135922,136140,136362,136830,137478,138038,138268,138223,138470,138770,139050,139105,139343,139848,139933,140147,140422,140700,140948,141263,141560,141781,142103,142391,142640,142964,143369,143650,143900,144197,144445,144731,145110,145520,145913,146173,146476,146889,147235,147758,148215,148644,149058,149413,149807,150177,150475,151353,152097,152792,153195,153604,154294,154855,155563,156462
New Mexico,34.8405,-106.2485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219,1236,1314,1448,1448,1553,1745,1790,1913,1913,2139,2301,2437,2567,2627,2726,2869,3101,2554,2622,2809,2887,3043,3134,3158,3248,3367,3398,3395,3576,3693,3699,3746,3833,3917,3934,4071,4120,4152,4193,4282,4174,4269,4242,4283,4359,4391,4465,4545,4498,4585,4769,4805,4957,5170,5202,5258,5355,5321,5141,5141,5123,5207,5216,5291,5326,5396,5346,5357,5452,5412,5541,5620,5636,5723,5872,5979,6066,6225,6354,6383,6503,6638,6748,6898,7132,7306,7504,7667,7892,8049,8212,8421,8600,8855,9080,9313,9513,9664,9873,10115,10367,10593,10818,11025,11160,11534,11706,11847,11738,11943,12006,12076,12132,12219,12214,12276,12340,12268,12368,12435,12522,12509,12546,12477,12409,12303,12301,12254,12044,12072,12211,12247,12193,12254,12186,12068,11963,11829,11730,11693,11660,11713,11749,11841,11825,11836,11844,11807,11770,11754,11685,11625,11564,11542,11612,11623,11575,11521,11403,11409,11388,11420,11418,11544,11696,11797,11802,11763,11811,11860,11993,12108,12187,12351
New York,42.1657,-74.9481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179648,185691,192178,202837,208859,213466,224041,229517,234449,239257,243879,242487,250179,260134,265776,269328,272194,276214,226014,228088,231239,232757,235004,237118,243758,245778,247786,249330,250748,251704,252522,253991,255652,257633,259387,260508,261351,262401,263848,264889,266009,267603,268294,269255,270091,270849,272250,273349,274341,275052,275684,276810,277564,278203,278980,279775,280179,280695,281216,281595,282101,282557,283251,283738,284237,284728,285118,285543,286164,286683,287305,287602,288143,288699,289104,289868,290545,291132,291565,290935,291446,292192,292941,293564,293957,294390,294903,295493,295951,296597,297209,297791,298225,299075,299797,300462,301118,301763,302151,302591,303359,303942,304637,305302,305960,306390,306933,307412,308035,308714,309270,309939,310366,310845,311538,312061,312700,313352,313968,314397,314819,315437,316064,316728,317343,317987,318514,318863,319456,320009,320536,321163,321741,322214,322574,323125,323628,324355,324910,325474,326087,326699,327402,328043,328876,329682,330419,331089,331548,332059,332596,333308,334123,334910,335575,336104,336829,337421,338230,338931,339856,340634,341163,341891,342496,343370,344177,345107,345900,346671,347856,348742,350038,351596,353159
North Carolina,35.6301,-79.8064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4481,4792,5001,5210,5489,5868,6141,6401,6677,6889,7230,7539,7996,8463,8673,8981,9392,9798,10348,10651,11157,11336,11529,12038,12561,13027,13476,13927,14374,5584,5907,6612,7212,7712,8339,8872,6877,6909,7899,8147,9698,10449,10944,8313,8700,9118,9970,11012,11911,12894,9784,10202,11417,12209,13420,14830,15733,11823,12506,13730,14825,16643,18065,19479,14755,15519,16534,17760,19364,20956,22359,15765,16422,18281,19215,20889,22538,23975,16841,18409,19815,21269,23305,24710,26031,18025,19526,20907,22861,25217,27075,28931,19016,21305,23124,24977,26823,29320,31027,20847,22804,24837,26662,29232,30903,32413,20776,22538,24197,26308,28054,29725,31045,20494,21561,22555,24583,26084,27671,29061,30270,19526,20490,21568,22888,24392,25636,15419,16634,17745,19690,21667,23370,24833,17231,18541,19749,21816,23209,25763,26805,18723,20799,21890,23514,25530,27042,28127,18370,19074,19926,21112,22611,24039,25232,15463,16519,17618,19139,20509,21755,23047,14686,15840,16762,18409,24499,26198,27486,20359,21220,22678,24897,26654,28835
North Dakota,47.5289,-99.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1099,1035,1098,1135,1162,1213,1178,1169,1209,1394,1501,1633,1676,1657,1681,1784,1995,2163,2325,2481,2378,2245,2285,2428,2513,2539,2654,2565,2264,2220,2353,2343,2534,2754,2758,2564,2528,2713,2986,3096,3208,3210,3092,3302,3483,3562,3672,3766,3669,3651,3662,3690,3739,3784
North Dakota,47.5289,-99.78399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,NA,356,384,384,519,576,618,631,665,694,733,787,850,923,972,1014,590,602,619,649,660,682,710,739,678,667,664,636,656,638,665,648,695,679,668,680,744,838,860,862,869,852,667,621,631,579,551,557,486,454,444,431,432,476,482,472,379,386,NA,369,354,348,344,330,336,309,310,293,301,284,234,240,251,253,261,277,NA,302,325,342,376,411,412,419,401,439,522,574,623,677,702,720,717,783,799,788,796,814,794,864,921,970,966,1025,1058,1084,1038,1017,1077,1103,1159,1090,1111,1112,1119,1053,1128,1129,1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,40.3888,-82.7649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6351,6701,6961,7432,8007,8689,9771,11131,12410,13168,13507,14038,14479,14876,15244,15572,15970,16366,17051,17740,18313,18875,19417,19834,20351,20860,21710,22366,22740,23420,23814,24238,24823,25373,25864,26298,26797,27232,27655,28330,28922,29452,29942,30490,31004,31395,31817,32435,32884,33358,33777,34091,34492,34942,35401,35739,36097,36431,36739,37116,37512,37914,38295,38589,39001,39411,39811,40489,41064,41564,42108,42833,43392,44004,44879,45850,46651,47502,48228,48926,49989,11002,12931,13373,13779,14216,14496,15079,16214,16389,17077,17871,18595,18644,18933,19168,19866,20409,20672,21119,20919,21081,21228,21626,22156,22301,22420,22059,21776,21873,21882,21253,21108,20923,20198,19759,19241,19048,18872,18744,18737,18233,18204,18029,17869,17832,17535,17466,16976,16538,16418,16355,16276,15999,16111,15771,15717,15717,15892,15883,16187,16385,16416,16526,16791,17113,17557,17721,18482,17415,17440,17592,17870,18091,18084,18357,17849,17520,17315,17130,17024,17023,17119,16441,16043,15790,15791,15771,15875,16197,16416,16203,16281,16603,16711
Oklahoma,35.5653,-96.9289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,1970,2076,2140,2226,2329,2329,2427,2537,2643,2724,2838,2933,3000,3059,3084,3203,3259,995,1051,1059,1099,1124,1050,1040,1085,1094,1066,1113,1098,1031,1021,1019,1001,1004,1039,1102,1061,967,1015,1009,1004,1038,1063,997,772,712,669,649,592,728,754,753,782,881,845,821,843,936,961,1005,1098,1219,1294,1430,1517,1642,2091,2128,2256,2616,2717,2772,2994,3066,3153,3107,3165,3203,3285,3125,3088,3152,3285,3287,3531,3811,3949,3987,4028,4222,4328,4507,4677,5016,4907,4929,5420,5349,5234,6115,5228,5051,5355,5532,6091,6937,6903,6714,6793,6759,6900,6855,6886,6578,6598,6488,6654,6732,6911,6980,6917,6783,6810,6971,7234,7457,7515,7263,7177,7265,7614,7839,8030,8132,7912,7661,7586,7712,7949,8387,8749,8601,8651,8745,9071,9597,9695,9953,9930,9661,9293,9371,9635,9889,10311,10409,10334,10244,10493,10901,11394,12019,12628,12412,12456,12616,12752,13573,13379,13244,13068,12851,12762,12693
Oregon,44.572,-122.0709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1475,NA,1578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17180,17365,17635,17873,18277,18519,18644,18811,18994,19187,19441,19704,19931,20101,20216,20391,20534,20748,20955,21212,21370,21544,21463,21722,21928,22178,22365,22510,22618,22700,22683,23056,23341,23518,23518,23790,23964,24163,24445,24683,24884,25035,25350,25490,25842,26282,26549,26787,26957,27198,27230,27564,27862,28188
Oregon,44.571999999999996,-122.0709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1531,NA,1605,1672,1715,1772,1836,1882,1926,1981,2044,2091,2166,2219,2262,2286,2345,2407,2475,2526,1711,1790,1866,1676,1743,1819,1908,1976,2031,2103,1876,1936,1998,2069,2080,2143,2180,2251,2266,2341,2365,2403,2425,2024,2095,1954,1999,1895,1938,1984,2014,2041,2116,2195,2172,2262,2521,2506,2559,NA,2834,2808,2808,3244,3485,3578,3677,3851,3851,3851,4303,4478,4645,4722,4967,5243,5490,NA,5727,6001,6326,6668,6958,7256,7334,7508,7716,7981,8213,8610,8927,9107,9432,9705,10061,10349,10667,11094,11247,11489,11741,11931,12281,12281,12928,13115,13369,13674,13980,14298,14620,14899,15078,15406,15603,15820,16176,16544,16805,16905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,40.5908,-77.2098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22381,23703,24774,25974,27417,28967,30610,31626,32566,33635,34409,36655,38461,39360,40800,41672,43091,43954,45496,46944,47799,48505,49978,50685,51455,52367,53656,54781,56133,56627,57396,58007,58817,59714,60705,61205,62154,62683,63356,64383,27434,26378,25800,25868,25747,25254,24021,23150,23027,22384,22651,22720,22123,21484,20848,21014,20295,20716,21186,20694,20070,19380,18672,18678,18797,18090,18107,17343,16614,16597,16580,16045,16242,16665,16244,16473,17035,16571,16783,16938,17043,17203,17429,17461,17564,17909,18674,18960,19187,19318,19409,19536,19698,19899,20876,21273,21472,21582,21582,22600,23336,23563,23676,23998,24023,24050,24666,24891,25105,25305,25544,24418,24482,24913,26220,25250,25410,24428,24425,25071,24929,25057,24057,24256,24397,24516,23294,23568,23566,23740,22620,22774,22862,22884,21774,21850,21932,22054,22227,20997,21003,21236,22687,21626,23062,21878,23244,21835,22082,23686,22378,22550,22709,22886,22886,23194,23289,23437,23586,23681,23424,24035,24043,25642,25738,24342,24503,24560,25368,24909,27250,25617,25600,25824,25806
Rhode Island,41.6809,-71.5118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2602,2602,3171,3171,3442,4059,4354,4556,4935,5329,5660,6067,6497,6914,7213,7475,7688,7996,7894,8198,8462,8592,8710,8939,9170,9446,9650,9799,10043,10179,10307,10487,10645,10821,10998,11203,11277,11396,11788,11968,12073,12249,12338,12338,12418,12523,12631,12736,12883,12958,12990,13078,13166,13243,13333,13333,13333,13453,13485,13538,13620,13679,13679,13679,13768,13820,13848,13882,13928,13928,13928,14002,14065,14121,14132,14134,14134,14134,14191,14232,14259,14338,14374,14374,14374,14374,14508,14550,14585,14651,14651,14651,14812,14911,14946,15012,15086,15086,15086,15171,15249,15316,15388,15453,15453,15453,15719,15917,15983,16130,16192,16192,16192,16398,16531,16614,16731,16848,16848,16848,17019,17126,17182,17278,17361,17361,17361,17567,17664,17755,17822,17961,17961,17961,18215,18274,18344,18472,18553,18553,18553,18793,18839,18897,18951,19041,19041,19041,19041,19354,19429,19518,19633,19633,19633,19832,19944,20042,20167,20288,20288,20288,20567,20673,20800,20927,20796,20796,20796,21036,21127,21312,21455,21612,21612
