State,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12
Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,10.26,10.26,10.26,14.1,14.1,14.1,14.1,14.1,14.1,14.1,19.23,19.23,19.23,19.23,19.23,34.62,46.15,46.15,46.15,46.15,53.85,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,67.95,67.95,67.95,67.95,67.95,67.95,67.95,67.95,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,67.95,67.95,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,NA,NA,NA
Idaho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,17.95,17.95,61.54,61.54,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,52.56,52.56,52.56,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,53.85,53.85,53.85,53.85,53.85,53.85,53.85,53.85,53.85,53.85,40.38,40.38,40.38,44.23,44.23,44.23,44.23,44.23,44.23,44.23,44.23,44.23,44.23,44.23,32.05,32.05,32.05,32.05,32.05,32.05,32.05,32.05,32.05,32.05,32.05,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,40.71,42.63,42.63,42.63,42.63,42.63,42.63,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,NA,NA,NA,NA
Illinois,0,0,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,7.69,7.69,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,12.18,12.18,12.18,17.95,17.95,17.95,24.36,32.05,41.03,41.03,41.03,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,64.74,64.74,64.74,64.74,64.74,64.74,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,53.21,53.21,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,NA,NA,NA,NA,NA,NA
Indiana,0,0,0,0,0,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,10.26,10.26,10.26,10.26,10.26,10.26,16.67,20.51,20.51,20.51,33.97,37.18,39.1,51.28,51.28,51.28,51.28,51.28,51.28,59.62,59.62,59.62,59.62,61.54,61.54,61.54,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,62.18,62.18,62.18,62.18,62.18,62.18,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,56.41,56.41,56.41,58.97,58.97,58.97,58.97,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,53.85,53.85,53.85,53.85,53.85,53.85,52.56,52.56,52.56,51.28,51.28,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,52.56,48.72,48.72,48.72,48.72,48.72,48.72,48.72,48.72,48.72,48.72,48.72,48.72,48.72,48.72,NA,NA,NA,NA
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,7.69,10.26,10.26,30.77,30.77,37.18,37.18,38.46,43.59,43.59,43.59,43.59,43.59,43.59,43.59,43.59,43.59,43.59,43.59,48.72,48.72,48.72,48.72,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,62.82,66.67,66.67,66.67,50,50,50,50,50,50,50,50,50,50,50,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,44.87,42.95,41.67,41.67,37.82,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,37.82,33.97,33.97,33.97,33.97,NA,NA,NA,NA
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,3.85,3.85,3.85,6.41,6.41,6.41,6.41,6.41,6.41,6.41,12.18,24.68,24.68,26.6,26.6,26.6,26.6,26.6,35.26,35.26,35.26,35.26,35.26,35.26,48.08,48.08,48.08,48.08,48.08,48.08,48.08,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,59.62,62.18,62.18,62.18,62.18,62.18,57.05,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,58.97,58.97,58.97,58.97,58.97,58.97,58.97,58.97,58.97,58.97,55.13,55.13,55.13,55.13,55.13,55.13,55.13,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,44.87,44.87,44.87,44.87,44.87,44.87,44.87,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,38.46,NA,NA,NA,NA
Kentucky,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,14.1,17.95,17.95,17.95,17.95,28.21,30.13,30.13,31.41,31.41,37.82,37.82,39.1,48.72,55.77,55.77,55.77,58.33,58.33,60.26,65.38,65.38,65.38,65.38,69.23,69.23,69.23,73.08,76.92,76.92,76.92,76.92,76.92,76.92,76.92,76.92,76.92,76.92,76.92,76.92,76.92,79.49,79.49,79.49,79.49,79.49,79.49,79.49,79.49,79.49,79.49,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,78.21,78.21,76.28,76.28,76.28,73.72,73.72,73.72,73.72,73.72,73.72,73.72,77.56,77.56,77.56,77.56,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,62.18,64.1,64.1,64.1,64.1,64.1,64.1,64.1,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,64.1,64.1,64.1,64.1,64.1,64.1,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,NA,NA,NA,NA
Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,14.1,14.1,19.87,31.41,36.54,36.54,41.67,43.59,43.59,43.59,43.59,46.15,46.15,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,50.64,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,53.21,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,47.44,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,49.36,NA,NA,NA,NA
Maine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,17.95,17.95,17.95,32.05,35.9,35.9,41.67,41.67,41.67,41.67,41.67,44.23,44.23,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,67.31,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,72.44,72.44,72.44,72.44,72.44,72.44,72.44,72.44,72.44,72.44,72.44,72.44,72.44,72.44,72.44,72.44,72.44,75,75,75,75,75,75,75,75,75,75,75,75,75,70.51,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,76.92,76.92,76.92,76.92,76.92,76.92,76.92,76.92,76.92,76.92,76.92,76.92,76.92,76.92,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,70.51,70.51,66.67,66.67,66.67,66.67,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,NA,NA,NA,NA
Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,17.31,17.31,21.15,21.15,41.03,41.03,44.87,49.36,49.36,49.36,49.36,54.49,54.49,54.49,54.49,54.49,54.49,54.49,67.31,67.31,67.31,67.31,67.31,67.31,67.31,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,66.67,66.67,66.67,66.67,70.51,70.51,70.51,70.51,70.51,70.51,70.51,70.51,70.51,70.51,70.51,75.64,75.64,75.64,72.44,72.44,72.44,72.44,72.44,72.44,72.44,68.59,68.59,67.31,67.31,67.31,67.31,67.31,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,62.5,62.5,62.5,62.5,62.5,62.5,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65,57.37,57.37,57.37,57.37,57.37,57.37,57.37,57.37,57.37,57.37,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,56.09,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,53.53,NA,NA,NA,NA
Massachusetts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,2.56,2.56,2.56,2.56,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,10.26,25.64,25.64,25.64,25.64,28.85,28.85,28.85,28.85,28.85,28.85,31.41,43.59,47.44,47.44,53.21,53.21,55.13,55.13,55.13,55.13,57.69,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,60.9,60.9,60.9,60.9,60.9,60.9,60.9,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,63.46,63.46,63.46,63.46,63.46,59.62,59.62,59.62,59.62,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,59.62,57.69,57.69,57.69,57.69,57.69,57.69,55.13,55.13,55.13,55.13,55.13,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,57.69,54.49,54.49,54.49,54.49,NA,NA,NA,NA
Michigan,0.96,0.96,4.81,4.81,4.81,4.81,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,13.14,19.55,23.4,23.4,23.4,23.4,41.99,43.91,43.91,43.91,47.76,47.76,47.76,47.76,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,59.29,59.29,59.29,58.01,58.01,58.01,58.01,58.01,60.58,60.58,60.58,60.58,60.58,60.58,52.88,52.88,52.88,52.88,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,46.47,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,47.76,49.04,49.04,49.04,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,50.96,48.4,47.12,47.12,47.12,47.12,47.12,47.12,47.12,47.12,47.12,47.12,47.12,47.12,47.12,47.12,47.12,47.12,47.12,48.08,48.08,48.08,48.08,48.08,48.08,48.08,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,NA,NA,NA,NA
